datetime;tempmax;tempmin;temp;feelslikemax;feelslikemin;feelslike;dew;humidity;precip;precipcover;preciptype;snow;snowdepth;windspeed;winddir;sealevelpressure;cloudcover;visibility;solarradiation;solarenergy;uvindex;moonphase;conditions;description
10.09.2011;15.8;8.4;11.7;15.8;6.9;11.3;10.2;91.5;8.5;66.67;rain;;;31;305.2;994.8;87.6;4;113.3;9.7;5;0.43;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.
11.09.2011;14.4;11.1;12.4;14.4;11.1;12.4;11.4;93.3;25.9;100;rain;;;40.7;319.2;998.3;98.8;2.5;52.1;4.3;2;0.46;Rain, Overcast;Cloudy skies throughout the day with a chance of rain throughout the day.
12.09.2011;16.6;9.4;13.1;16.6;8.1;13;10.8;87.1;2.5;66.67;rain;;;23.8;342.7;1006.8;65.7;5.5;147.8;12.9;6;0.5;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.
13.09.2011;16.3;7.5;11.8;16.3;6.2;11.6;10.2;89.8;4.5;54.17;rain;;;14.8;215.5;1007.6;63.5;6;125;10.7;6;0.53;Rain, Partially cloudy;Partly cloudy throughout the day with rain.
14.09.2011;19.5;10.8;15;19.5;10.8;15;12.3;84.7;0.5;20.83;rain;;;31.7;249.2;1004.2;41.6;10;159.5;13.9;6;0.56;Rain, Partially cloudy;Partly cloudy throughout the day with rain.
15.09.2011;18.4;8.8;13.8;18.4;5.8;13.5;9.7;77.7;0;0;;;;32.4;251.8;1007.4;12.8;10;190.8;16.6;6;0.6;Clear;Clear conditions throughout the day.
16.09.2011;14.6;8.1;11.7;14.6;5.2;11;7.9;79;0.1;4.17;rain;;;29.9;249.7;1007.5;36.9;8.8;180.6;15.5;6;0.63;Rain, Partially cloudy;Partly cloudy throughout the day with early morning rain.
17.09.2011;15.6;7.4;10.6;15.6;4.3;9.4;8.4;87.3;2.4;50;rain;;;23;271.7;1009.7;62.3;7;114.6;9.9;5;0.66;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.
18.09.2011;16.1;7.3;11.2;16.1;4.8;10.3;8.3;83.6;0.1;4.17;rain;;;19.8;312.6;1017.3;41.4;8.8;162.4;14.3;5;0.7;Rain, Partially cloudy;Partly cloudy throughout the day with morning rain.
19.09.2011;17.2;5.9;10.6;17.2;4.9;10.1;7.4;81.5;0;0;;;;10.1;326.5;1024;49.2;8.8;140.9;12.2;6;0.73;Partially cloudy;Partly cloudy throughout the day.
20.09.2011;18.7;6.9;12.6;18.7;5.3;12.1;8.3;77;0.9;25;rain;;;24.8;217.1;1021;87;8.5;114.1;9.8;4;0.75;Rain, Partially cloudy;Partly cloudy throughout the day with rain.
21.09.2011;16.1;9.4;13.2;16.1;8.1;13.1;10.4;84.2;1.3;33.33;rain;;;22;313.6;1016.8;72.2;10;137.2;11.8;5;0.8;Rain, Partially cloudy;Partly cloudy throughout the day with rain.
22.09.2011;16.4;7.9;12.2;16.4;6.7;11.8;9.8;86.2;0;0;;;;20.5;256.4;1016.3;81.6;7.2;99.6;8.5;4;0.83;Partially cloudy;Partly cloudy throughout the day.
23.09.2011;17.2;9.4;12.6;17.2;6.6;12.3;10.5;87.3;1.6;25;rain;;;29.5;238.9;1008.2;88.8;5.5;97.4;8.5;4;0.86;Rain, Partially cloudy;Partly cloudy throughout the day with afternoon rain.
24.09.2011;13.2;5.7;9.6;13.2;3;8.4;6.9;84.3;0.8;25;rain;;;23.4;264.2;1008.3;47.1;8.5;123.5;10.7;4;0.9;Rain, Partially cloudy;Partly cloudy throughout the day with rain in the morning and afternoon.
25.09.2011;12.6;4.8;8.4;12.6;1.4;6.8;5.9;85.5;1.5;33.33;rain;;;27;296.9;1012.3;50.9;8.5;131.5;11.3;5;0.93;Rain, Partially cloudy;Partly cloudy throughout the day with rain.
26.09.2011;12.9;5.4;8.9;12.9;2.7;7.4;5.3;79.8;0;0;;;;24.5;312.9;1020.4;61.7;7.6;147.8;12.7;5;0.96;Partially cloudy;Partly cloudy throughout the day.
27.09.2011;12.7;4.6;8.5;12.7;1.4;7.3;5.7;83.9;0.4;16.67;rain;;;15.8;284.9;1021.5;76;8.8;101;8.7;4;0;Rain, Partially cloudy;Partly cloudy throughout the day with rain.
28.09.2011;12.8;8.6;11.1;12.8;5.9;10.7;8.7;85.9;0.9;29.17;rain;;;19.1;316.4;1014.1;93.6;8.5;67.1;6.1;2;0.03;Rain, Overcast;Cloudy skies throughout the day with rain.
29.09.2011;10.2;4.5;7.7;10.2;2.3;6;5.9;88.6;0.7;29.17;rain;;;19.4;336.4;1012.8;75.9;7;72.2;6.3;3;0.06;Rain, Partially cloudy;Partly cloudy throughout the day with rain in the morning and afternoon.
30.09.2011;12.2;2.7;8.3;12.2;0;7.1;5.6;83.8;0.4;12.5;rain;;;24.5;269.7;1015.5;81.4;10;84.4;7.3;3;0.1;Rain, Partially cloudy;Partly cloudy throughout the day with late afternoon rain.
01.10.2011;12.1;5.3;10.4;12.1;0.4;9.5;8.1;86.3;6.9;87.5;rain;;;33.5;335.2;1005.6;57;10;99.6;8.7;4;0.13;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.
02.10.2011;7.8;3.1;5.5;5.3;-1.7;1.3;2.8;82.7;0.7;29.17;rain;;;38.5;354.9;1012.7;62.2;8.5;88.5;7.6;3;0.17;Rain, Partially cloudy;Partly cloudy throughout the day with rain in the morning and afternoon.
03.10.2011;10.6;1.8;5.6;10.6;-3;3.3;1.9;78.9;0;0;;;;23;324.2;1012.7;57.3;10;146.3;12.6;5;0.2;Partially cloudy;Partly cloudy throughout the day.
04.10.2011;11.1;4.1;8.2;11.1;1.6;7;7.8;96.6;3.2;54.17;rain;;;12.2;245.2;1007.1;95.4;3.5;38.2;3.4;2;0.25;Rain, Overcast;Cloudy skies throughout the day with a chance of rain throughout the day.
05.10.2011;14.9;7.7;10.6;14.9;4.2;9.4;9;90.3;0.4;16.67;rain;;;28.4;257.4;1002.5;70.3;7;55.1;4.7;2;0.27;Rain, Partially cloudy;Partly cloudy throughout the day with rain in the morning and afternoon.
06.10.2011;12.7;6.1;8.9;12.7;2.2;7.1;6.6;86.4;0;0;;;;24.5;261.5;1007.3;57.7;8.5;99.6;8.6;5;0.3;Partially cloudy;Partly cloudy throughout the day.
07.10.2011;17.4;7.2;12.4;17.4;3.9;11.5;9.1;81.4;0;0;;;;30.6;213.3;1006.9;68.8;10;110.4;9.6;4;0.34;Partially cloudy;Partly cloudy throughout the day.
08.10.2011;20.9;10.3;15.2;20.9;10.3;15.2;11;77.6;0;0;;;;27.7;194.2;1003.6;42.7;10;114.9;9.9;4;0.37;Partially cloudy;Partly cloudy throughout the day.
09.10.2011;16.4;6.7;11;16.4;4;10.5;7.6;80.4;4.3;29.17;rain;;;25.9;240.2;1009.9;82.6;8.5;85.7;7.4;4;0.41;Rain, Partially cloudy;Partly cloudy throughout the day with rain.
10.10.2011;11.1;5.4;7.7;11.1;1.6;6;7.1;95.7;20.5;91.67;rain;;;22;64;1010.1;98.6;2;20.8;1.9;1;0.44;Rain, Overcast;Cloudy skies throughout the day with a chance of rain throughout the day.
11.10.2011;9.2;3.4;6.7;8.2;0.1;3.6;5;89.1;0.9;16.67;rain;;;39.6;226.5;1001.2;78.1;10;45.6;4;3;0.47;Rain, Partially cloudy;Partly cloudy throughout the day with afternoon rain.
12.10.2011;11.1;5.2;7.6;11.1;1.5;5.8;5.9;89.6;2.6;41.67;rain;;;23.8;222.1;1001.4;68.5;8;78.7;6.8;4;0.5;Rain, Partially cloudy;Partly cloudy throughout the day with rain.
13.10.2011;7.4;1.8;5;7.2;-2.4;2.7;3.4;89.7;0.3;12.5;rain;;;22.3;278;1002.5;72.3;6;53.6;4.6;3;0.54;Rain, Partially cloudy;Partly cloudy throughout the day with afternoon rain.
14.10.2011;5.5;1.7;3.5;4.4;-2.4;0.8;2.2;91.6;2.2;62.5;rain;;;18;305.6;1013.5;91;6;40.5;3.5;2;0.58;Rain, Overcast;Cloudy skies throughout the day with a chance of rain throughout the day.
15.10.2011;4;-0.5;2.1;1.4;-4.3;-1.4;-0.2;85.6;0.9;37.5;rain;;;19.8;0.9;1025.4;83.6;6;73.8;6.3;3;0.61;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.
16.10.2011;4.8;-1.3;1.6;4.6;-5;-1.1;-1.9;79.3;0;0;;;;18.7;293.8;1030.4;85.7;10;78.9;6.8;3;0.64;Partially cloudy;Partly cloudy throughout the day.
17.10.2011;8.7;-2.2;2.5;6.7;-6.6;0;0.1;85.2;0;0;;;;18.7;256.7;1028.2;48.4;8;95.7;8.2;4;0.68;Partially cloudy;Partly cloudy throughout the day.
18.10.2011;8.6;-2.6;2.5;8.6;-6.7;0.1;-0.3;82.5;0;0;;;;13.7;210.9;1026.3;26.4;8;104.5;8.9;4;0.71;Partially cloudy;Partly cloudy throughout the day.
19.10.2011;6.1;-0.6;3;5.2;-4.6;0.6;0.9;86.3;0.4;16.67;rain,snow;;;19.8;184.1;1019.8;80.4;10;57.1;4.9;3;0.75;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with morning rain or snow.
20.10.2011;11.2;-0.1;5.7;11.2;-4.7;3.6;2.7;82.1;0;0;;;;21.6;208;1019.2;72.5;10;85.9;7.3;4;0.75;Partially cloudy;Partly cloudy throughout the day.
21.10.2011;9.1;3;5.1;9.1;-1.6;2.4;3.4;88.6;0.2;8.33;rain;;;21.6;232.1;1019.3;81.1;6;40.8;3.5;2;0.81;Rain, Partially cloudy;Partly cloudy throughout the day with morning rain.
22.10.2011;7.2;1.2;3.6;6.7;-3.4;0.7;1.4;86.4;0;0;;;;20.2;265.6;1026;60.1;10;69.3;6;4;0.85;Partially cloudy;Partly cloudy throughout the day.
23.10.2011;8.6;1.7;4.8;6.7;-3.5;1.5;3.3;90.8;3.4;58.33;rain,snow;;;24.5;279;1023.7;69.4;4;54.1;4.6;3;0.88;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain or snow throughout the day.
24.10.2011;4.7;-1.3;1.8;3.4;-4.5;-1.1;-0.4;86;0;0;;;;17.3;8.6;1032.1;71.5;10;81.8;7.1;3;0.92;Partially cloudy;Partly cloudy throughout the day.
25.10.2011;4.6;-1.9;1.3;4.6;-4.7;-0.4;-0.6;87.1;0;0;;;;11.9;278.4;1032.8;86.9;10;50.6;4.4;3;0.95;Partially cloudy;Partly cloudy throughout the day.
26.10.2011;6;1.1;3.5;5.9;-1;2.2;2.6;93.1;0;0;;;;9.7;339;1030.1;86;4;36.7;3;2;0;Partially cloudy;Partly cloudy throughout the day.
27.10.2011;5;-0.1;2.6;4.7;-3;0.9;1.1;89.6;0;0;;;;10.4;336.7;1033.3;78.3;10;49.2;4.3;2;0.02;Partially cloudy;Partly cloudy throughout the day.
28.10.2011;3.9;-0.8;1.4;2.4;-3.7;0.1;0.2;91.9;0.1;4.17;rain;;;7.9;307;1035.2;90.2;8;48.7;4.2;2;0.05;Rain, Overcast;Cloudy skies throughout the day with afternoon rain.
29.10.2011;5.2;-1.2;2.1;2.6;-4.5;-1.2;0.7;90.8;0;0;;;;25.6;255;1028.4;95.3;4;58.3;4.9;3;0.08;Overcast;Cloudy skies throughout the day.
30.10.2011;8.2;2.9;4.9;7.9;-1.5;2.3;3.1;88.6;0;0;;;;23;284.2;1020.9;88.3;8;59.6;5.3;3;0.12;Partially cloudy;Partly cloudy throughout the day.
31.10.2011;9.2;2.7;5.8;9.2;-1.3;3;4.2;89.6;0.9;16.67;rain;;;24.1;262.9;1012.8;90.5;10;30.5;2.6;1;0.15;Rain, Overcast;Cloudy skies throughout the day with late afternoon rain.
01.11.2011;8.6;4.9;6.9;8.1;1.8;4.1;5.5;90.9;0.7;20.83;rain;;;26.3;326.6;1014.2;78.5;4;42.4;3.5;2;0.18;Rain, Partially cloudy;Partly cloudy throughout the day with rain clearing later.
02.11.2011;6.6;1.6;4.4;6.6;-1;2.5;3.1;91.2;0;0;;;;16.6;282.3;1022.9;92.1;8;21.1;1.8;1;0.25;Overcast;Cloudy skies throughout the day.
03.11.2011;7.4;3.8;5.3;7.4;-0.3;2.7;4.1;91.9;0.1;4.17;rain;;;21.2;285.4;1018.9;98.3;4;16;1.4;1;0.25;Rain, Overcast;Cloudy skies throughout the day with afternoon rain.
04.11.2011;7.6;1.2;4.6;7.6;-1.5;3;2.9;88.9;0;0;;;;16.6;18.6;1021.5;96.2;10;39.2;3.4;2;0.28;Overcast;Cloudy skies throughout the day.
05.11.2011;1.9;-6.6;-2.3;1.9;-11.1;-5.6;-6.5;74.9;0;0;;;;19.1;63.4;1033.2;30.6;10;72.1;6.2;3;0.32;Partially cloudy;Clearing in the afternoon.
06.11.2011;-3.5;-9.8;-6.4;-3.5;-12.8;-8.1;-10.5;73.4;0;0;;;;11.2;82.5;1043.7;43.2;10;71.3;6.2;3;0.35;Partially cloudy;Partly cloudy throughout the day.
07.11.2011;-0.4;-8.6;-4.8;-0.4;-13.8;-8.4;-8.7;74.6;0;0;;;;23;229.2;1038.1;83.6;10;30.3;2.7;1;0.38;Partially cloudy;Partly cloudy throughout the day.
08.11.2011;3.6;-3;-0.2;1.2;-9.5;-4.8;-2.1;87.4;6;33.33;rain,snow;;;32;271.8;1016.7;91.4;8;12;1.1;1;0.42;Snow, Rain, Overcast;Cloudy skies throughout the day with rain or snow.
09.11.2011;2.4;-0.6;0.7;0.3;-7.7;-5;-0.6;91.1;1.4;58.33;rain,snow;;;35.6;348;1011.2;68.9;6;33.1;2.7;2;0.45;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with rain or snow.
10.11.2011;1.4;-2.7;-0.7;-1.5;-8.6;-5.9;-2.9;85.2;0;0;;;97;28.4;36.4;1025.4;70.8;8;38.2;3.4;2;0.48;Partially cloudy;Partly cloudy throughout the day.
11.11.2011;1.7;-3.7;-0.9;1.7;-7.2;-3.5;-2.1;92.2;1.5;41.67;rain,snow;;;15.5;322.5;1030.3;87.4;6;22.3;2;1;0.5;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with rain or snow.
12.11.2011;1.1;-2.8;-0.9;1.1;-8.1;-4.4;-2;92.3;0;0;;;;19.8;16.6;1033.3;79.4;6;38.5;3.2;2;0.55;Partially cloudy;Partly cloudy throughout the day.
13.11.2011;0.9;-3.6;-1.3;0.9;-7.8;-4;-2.4;92.3;0;0;;;;15.8;295;1036.7;83.2;10;27.7;2.3;1;0.59;Partially cloudy;Partly cloudy throughout the day.
14.11.2011;0.6;-4.1;-1.7;-0.4;-9.6;-6.7;-3;90.2;0;0;;;;28.8;254.1;1020.7;84.2;8;27.4;2.4;1;0.62;Partially cloudy;Partly cloudy throughout the day.
15.11.2011;0.9;-10.2;-2.5;-1.5;-17.6;-7.6;-4.9;84.7;3.9;29.17;rain,snow;;;28.4;311.9;1011;55;10;39.6;3.4;2;0.66;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with rain or snow clearing later.
16.11.2011;-1.3;-9.5;-4.8;-1.3;-16.7;-9.4;-7;84.5;0.2;8.33;rain,snow;;;21.2;310.3;1016.6;59.6;10;45.2;3.9;2;0.69;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with late afternoon rain or snow.
17.11.2011;3.9;-2.1;0.4;3.9;-8.1;-4;-0.3;95.4;6.2;83.33;rain,snow;;4;28.8;277.3;1008.8;93.5;4;17.7;1.5;1;0.73;Snow, Rain, Overcast;Cloudy skies throughout the day with a chance of rain or snow throughout the day.
18.11.2011;3.1;-3.5;-0.6;3.1;-6.1;-2.8;-1.6;92.9;1.4;45.83;rain,snow;;;20.2;289.7;1013.8;78.3;8;33.5;2.9;2;0.75;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain or snow throughout the day.
19.11.2011;2.6;-2.7;-0.1;2.4;-8.2;-4.7;-0.9;94.4;5.3;41.67;rain,snow;;;39.6;255.4;1006.6;84.6;5.3;12;1.1;1;0.79;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with rain or snow.
20.11.2011;2.4;-13.3;-3.7;0.3;-21.5;-9.3;-5.6;87.1;0.2;8.33;rain,snow;;;31;324.8;1014.3;30.4;10;43;3.6;2;0.83;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with early morning snow or rain.
21.11.2011;-4.6;-13.4;-8.4;-4.6;-21.7;-13.4;-10.1;88;0;0;;;;18;297.4;1026.3;74.8;10;34.7;3;2;0.86;Partially cloudy;Partly cloudy throughout the day.
22.11.2011;-2.1;-16.2;-6.4;-4.3;-24.4;-11.9;-8.1;87.1;0.3;12.5;snow;;;20.5;329;1023.6;55.3;10;32.1;2.7;2;0.9;Snow, Partially cloudy;Partly cloudy throughout the day with morning snow.
23.11.2011;-4.1;-16.6;-10.7;-4.1;-24.6;-13.9;-11.6;92.6;0;0;;;;16.2;300;1036.5;14.9;8;42.6;3.6;2;0.93;Clear;Clear conditions throughout the day.
24.11.2011;-0.6;-15;-6.1;-0.9;-23.4;-11.3;-7.6;89.3;0;0;;;;28.1;236.3;1033.4;69;10;24.7;2;1;0.97;Partially cloudy;Partly cloudy throughout the day.
25.11.2011;2.2;-3.9;-1.2;2.2;-11.5;-5.8;-2.2;92.8;1.7;16.67;rain,snow;;1;31.3;255.8;1021.4;81.7;4;36.3;3;2;0;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with rain or snow clearing later.
26.11.2011;1.7;-2.2;-0.2;1.7;-7.9;-4.4;-0.8;95.5;8.9;91.67;rain,snow;;;24.8;222;1009.4;95.2;4;8.5;0.7;0;0.04;Snow, Rain, Overcast;Cloudy skies throughout the day with a chance of rain or snow throughout the day.
27.11.2011;3.2;-0.9;0.7;2.4;-7;-4.3;-0.3;93.6;1.7;37.5;rain,snow;;;38.2;238.9;1002.1;79.3;8;27.9;2.5;2;0.07;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with rain or snow.
28.11.2011;5.1;-1.3;1.2;2.6;-7.7;-4.5;0.3;93.9;4.2;62.5;rain,snow;;;41;236.4;990.1;78.4;4;19.1;1.8;1;0.1;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain or snow throughout the day.
29.11.2011;1.7;-3.3;-0.2;-0.5;-9.3;-5.5;-1.7;89.7;0;0;;;;32;308.3;1006.7;71.7;8;26.7;2.2;2;0.13;Partially cloudy;Partly cloudy throughout the day.
30.11.2011;0.4;-7.2;-3.4;-0.6;-12.1;-6.1;-5.5;85.6;0;0;;;;18;324.2;1020.7;69.4;10;26.3;2.3;1;0.17;Partially cloudy;Partly cloudy throughout the day.
01.12.2011;-1.9;-7.9;-4.7;-1.9;-13.1;-8.1;-6;91.2;0;0;;;;13;160.1;1019;96.3;8;14.7;1.4;1;0.2;Overcast;Cloudy skies throughout the day.
02.12.2011;-0.4;-7.4;-4.6;-1.1;-13.1;-8.9;-5.8;91.6;0.3;12.5;snow;;;24.5;183.6;1020.3;87.7;6;22;2;1;0.25;Snow, Partially cloudy;Partly cloudy throughout the day with snow clearing later.
03.12.2011;2.2;-4.9;-1;0;-12.4;-6.6;-1.8;94.2;6.9;41.67;rain,snow;;1;42.5;205.2;1011.2;94.1;4;13.1;1.2;1;0.26;Snow, Rain, Overcast;Cloudy skies throughout the day with a chance of rain or snow throughout the day.
04.12.2011;3.9;-3.5;-0.5;3.9;-10.1;-5.2;-1.3;94.7;2;33.33;rain,snow;;1;29.5;202.2;1003.6;85.5;4;9.1;0.8;0;0.3;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with rain or snow in the morning and afternoon.
05.12.2011;6.2;0.4;2;5.1;-6.7;-2.6;0.9;93;6.5;54.17;rain,snow;;;38.5;196.9;996.4;89.7;8;21.7;1.9;1;0.33;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain or snow throughout the day.
06.12.2011;7.9;-7.8;0.2;6.7;-13.9;-4.2;-1.4;89.4;1.2;16.67;rain,snow;;;38.9;234.4;999.7;67.8;10;25.5;2.3;1;0.36;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with early morning snow or rain.
07.12.2011;0.9;-8.6;-4.1;0.9;-15;-7.8;-5.9;88.3;0;0;;;;18;227.4;1010.9;62.6;10;21.6;1.9;1;0.39;Partially cloudy;Partly cloudy throughout the day.
08.12.2011;0.6;-8;-4;0.6;-13.5;-7.8;-5.1;92.2;0;0;;;;18.4;166.4;1016.2;77;6;15.4;1.2;1;0.43;Partially cloudy;Partly cloudy throughout the day.
09.12.2011;-0.3;-8.8;-4.8;-0.3;-13.3;-7.8;-5.7;93.4;0;0;;;;11.9;110.4;1019.4;89.9;4;16.5;1.4;1;0.46;Partially cloudy;Partly cloudy throughout the day.
10.12.2011;1.2;-7.1;-2.5;1.2;-12.7;-7.5;-3.5;92.9;2.5;58.33;rain,snow;;;30.6;189.1;1012.1;76.7;4;15.8;1.3;1;0.5;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with rain or snow.
11.12.2011;1.2;-10.2;-3.5;1.2;-17;-7.3;-4.6;92.6;0.1;4.17;snow;;2;20.5;242.8;1010.3;65.7;4;22.8;2;1;0.53;Snow, Partially cloudy;Partly cloudy throughout the day with morning snow.
12.12.2011;1.9;-7.8;-1.8;1.4;-14.3;-6.4;-3.2;90.4;0;0;;;1;28.8;265.4;1016;61.2;8;19.3;1.6;1;0.56;Partially cloudy;Partly cloudy throughout the day.
13.12.2011;0.4;-4.7;-2.3;0.4;-10.4;-6.5;-3.5;91.6;3.1;37.5;rain,snow;;1;28.4;197.4;1021.4;96.8;8;15.7;1.4;1;0.6;Snow, Rain, Overcast;Cloudy skies throughout the day with rain or snow.
14.12.2011;1.9;-1.9;-0.3;1.9;-8.6;-4.5;-1.1;94.4;4.4;83.33;rain,snow;;7;26.3;203.7;1018.3;93;4;8;0.6;0;0.63;Snow, Rain, Overcast;Cloudy skies throughout the day with a chance of rain or snow throughout the day.
15.12.2011;3.4;0.3;1;3.4;-5.7;-3;0.6;96.9;1.5;37.5;rain,snow;;3;28.1;190;1018.6;99.5;4;5.4;0.5;0;0.67;Snow, Rain, Overcast;Cloudy skies throughout the day with rain or snow.
16.12.2011;3.7;-0.9;1;3.7;-8.5;-3.7;0.5;95.9;8.6;75;rain,snow;;;38.9;166.5;1014;99.7;4;4.9;0.5;0;0.7;Snow, Rain, Overcast;Cloudy skies throughout the day with rain or snow.
17.12.2011;2.7;-4.8;-0.6;-1;-13.3;-7.2;-1.7;92.4;2.4;54.17;rain,snow;;;40;163.2;1010.3;91.8;4;16.6;1.3;1;0.74;Snow, Rain, Overcast;Cloudy skies throughout the day with a chance of rain or snow throughout the day.
18.12.2011;-1.3;-5.6;-4.1;-5.5;-14.6;-11.5;-5.1;92.1;10.8;75;rain,snow;;1;43.2;148.8;1009;96.9;3;6.7;0.6;0;0.75;Snow, Rain, Overcast;Cloudy skies throughout the day with rain or snow.
19.12.2011;2.4;-5.3;-0.8;2.2;-13;-5.8;-1.9;92.1;0.3;8.33;rain,snow;;5;30.2;203.6;1018.7;53.3;8;24.3;2.1;1;0.81;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with early morning snow or rain.
20.12.2011;0.6;-6.3;-3.8;0.6;-13.6;-8.8;-5.1;90.9;4.4;29.17;rain,snow;;5;26.3;152.6;1024.9;89.9;6;17.8;1.5;1;0.84;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with rain or snow.
21.12.2011;-1.6;-6.6;-4.5;-1.6;-13.6;-9.2;-5.4;93.8;6.4;100;rain,snow;;13;20.9;136.2;1012.2;99.3;2.7;8.7;0.7;1;0.88;Snow, Rain, Overcast;Cloudy skies throughout the day with a chance of rain or snow throughout the day.
22.12.2011;-1.8;-7.2;-4.1;-1.8;-13.9;-7.7;-4.8;95;8.6;100;rain,snow;;23;17.6;74.3;1008.7;90.5;3;9.3;0.8;1;0.91;Snow, Rain, Overcast;Cloudy skies throughout the day with a chance of rain or snow throughout the day.
23.12.2011;-3.6;-10.4;-7.1;-4.1;-16.4;-11.8;-8.3;90.7;1.7;58.33;snow;;;18.7;333.7;1014.5;81.2;4;12.2;0.9;1;0.95;Snow, Partially cloudy;Partly cloudy throughout the day with a chance of snow throughout the day.
24.12.2011;-3.1;-13.4;-8.8;-3.1;-20.9;-13;-10;91.2;0;0;;;31;14.8;277.3;1018.7;69.4;6;20;1.8;1;0;Partially cloudy;Partly cloudy throughout the day.
25.12.2011;-5.1;-14.3;-9.2;-5.1;-22.1;-14.8;-10.3;91.6;1;37.5;snow;;29;23.4;235.2;1018.6;85.4;4;17.3;1.6;1;0.02;Snow, Partially cloudy;Partly cloudy throughout the day with snow.
26.12.2011;3.6;-9.9;-3.8;1.7;-17.6;-10.1;-4.9;92.5;3.4;37.5;rain,snow;;26;49.7;248.2;1006.8;70.1;3;13.1;1.1;1;0.05;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with rain or snow.
27.12.2011;5.7;-2.3;1.1;3.3;-9.4;-4.5;-0.4;90;0.6;16.67;rain,snow;;14;47.9;270.9;1001.4;65;8;8.6;0.8;1;0.08;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with rain or snow.
28.12.2011;3.9;-6.7;-0.4;0.4;-14.9;-7.2;-3.2;82.5;0.2;8.33;rain,snow;;9;53.3;297.9;1003.5;46.6;10;21.9;2;1;0.12;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with rain or snow clearing later.
29.12.2011;-0.3;-8.2;-4.8;-1.1;-15.8;-10.2;-6.2;90.2;0;0;;;9;29.2;239.9;1014.5;70;10;17.1;1.6;1;0.15;Partially cloudy;Partly cloudy throughout the day.
30.12.2011;1.9;-3.3;-0.8;1.9;-10.5;-5;-1.8;93.2;0.4;16.67;rain,snow;;8;27.4;217.8;1008.2;99.5;4;14.1;1.3;1;0.18;Snow, Rain, Overcast;Cloudy skies throughout the day with rain or snow.
31.12.2011;1.4;-5;-2.5;1.4;-9;-5;-3.6;92.2;1.2;45.83;rain,snow;;8;12.2;224.6;1010.5;98;6;19.1;1.7;1;0.21;Snow, Rain, Overcast;Cloudy skies throughout the day with rain or snow.
01.01.2012;0.7;-5.7;-3.3;0.7;-10.6;-5.5;-4.2;93.6;3;37.5;rain,snow;;11;11.5;212.2;1012;82.1;4;20.4;1.8;1;0.25;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with rain or snow clearing later.
02.01.2012;-1.1;-12.4;-6.2;-1.1;-19.5;-10.7;-7.1;93.4;0;0;;;12;20.2;10.3;1017.4;64.3;8;25.8;2.2;1;0.28;Partially cloudy;Partly cloudy throughout the day.
03.01.2012;-1.8;-12.4;-6.3;-2.4;-18.9;-10.1;-7.5;91.4;5.4;41.67;rain,snow;;12;25.6;168.6;1016.1;94;6;14.3;1.2;1;0.31;Snow, Rain, Overcast;Cloudy skies throughout the day with rain or snow.
04.01.2012;1.7;-9.8;-3.9;1.7;-16.6;-8.7;-4.9;92.9;1.3;33.33;rain,snow;;15;32;230.4;1006.2;84.5;6;15.7;1.4;1;0.34;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with rain or snow.
05.01.2012;2.4;-2.6;-0.3;2.4;-9.4;-5;-1.4;92.4;1.5;33.33;rain,snow;;13;29.5;209.4;999.1;87.7;6;16.9;1.4;1;0.37;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with rain or snow clearing later.
06.01.2012;2.9;-3.5;-0.3;0.9;-9.7;-4.9;-1.4;92.7;2;45.83;rain,snow;;10;25.2;167.8;999.7;99.1;4;13.7;1.2;1;0.4;Snow, Rain, Overcast;Cloudy skies throughout the day with rain or snow.
