datetime;tempmax;tempmin;temp;feelslikemax;feelslikemin;feelslike;dew;humidity;precip;precipcover;preciptype;snow;snowdepth;windspeed;winddir;sealevelpressure;cloudcover;visibility;solarradiation;solarenergy;uvindex;moonphase;conditions;description
01.01.2010;-5.4;-19.1;-13.5;-5.4;-25.2;-17.3;-14.3;94;0;0;;;32;11.2;12.7;1006.2;63.7;8;30;2.4;2;0.52;Partially cloudy;Partly cloudy throughout the day.
02.01.2010;-11.6;-19.3;-14.5;-11.6;-26;-20.3;-15.3;93.9;0.2;;snow;;30;23.8;21.1;1007.8;95.5;3.3;13.1;1.1;1;0.55;Snow, Overcast;Cloudy skies throughout the day with late afternoon snow.
03.01.2010;-14.1;-24.9;-19;-14.8;-34.9;-27.8;-20.2;90.4;0;0;;;28;24.8;342.5;1008.2;69.8;10;24.5;2.2;1;0.59;Partially cloudy;Partly cloudy throughout the day.
04.01.2010;-14.8;-26.9;-20.3;-14.8;-37.4;-26.9;-21.2;92.4;0;0;;;25;21.6;263.3;1014;58.8;10;22.1;2;1;0.62;Partially cloudy;Partly cloudy throughout the day.
05.01.2010;-10.8;-21.7;-15.7;-10.8;-31.8;-22.5;-17.1;89.7;0;0;;;25;22;230.2;1021.2;79.9;10;23.1;2;1;0.66;Partially cloudy;Partly cloudy throughout the day.
06.01.2010;-11.6;-22;-17.3;-11.6;-31.8;-23.3;-18.2;92.8;0;0;;;24;16.6;190.4;1028.3;76;10;24.7;2.1;1;0.69;Partially cloudy;Partly cloudy throughout the day.
07.01.2010;-9.6;-17.7;-13.9;-15.3;-28;-22.7;-15.1;90.7;7.1;75;snow;;24;33.8;135;1024.2;99.7;7;9.7;0.8;1;0.75;Snow, Overcast;Cloudy skies throughout the day with snow.
08.01.2010;-4.8;-12.7;-9.8;-4.8;-21.4;-15.9;-11;91;2.6;;snow;;27;22;207.7;1021.1;71.1;4;7.8;0.6;0;0.76;Snow, Partially cloudy;Partly cloudy throughout the day with a chance of snow throughout the day.
09.01.2010;-6.1;-20.7;-13.4;-6.3;-29.2;-19.1;-14.6;90.6;0;0;;;32;18.7;318.1;1031.9;77.8;8;28.1;2.4;1;0.8;Partially cloudy;Partly cloudy throughout the day.
10.01.2010;-14.1;-25.5;-20.6;-14.1;-33.9;-26.2;-21;94.9;0;0;;;32;14;51.2;1037;43.5;10;29.3;2.4;2;0.83;Partially cloudy;Partly cloudy throughout the day.
11.01.2010;-9.8;-23.4;-18.6;-9.8;-28.2;-20.3;-19.1;96.1;0;0;;;31;8.3;6.5;1032.5;52.5;4;28.4;2.4;2;0.86;Partially cloudy;Partly cloudy throughout the day.
12.01.2010;-10.1;-21.1;-17.6;-10.1;-30.1;-22.7;-18.4;93.7;0;0;;;30;15.1;271.9;1027.1;33.7;4;30.9;2.7;2;0.9;Partially cloudy;Partly cloudy throughout the day.
13.01.2010;-7.3;-22.8;-14.5;-7.3;-32;-19.7;-15.5;92;0;0;;;29;14;335.8;1021;55.3;6;26.2;2.2;1;0.93;Partially cloudy;Partly cloudy throughout the day.
14.01.2010;-7.4;-19.4;-11.9;-7.4;-27.7;-14.8;-12.7;93.8;0;0;;;29;13.7;312.3;1025.5;80.4;6;27.6;2.3;2;0.97;Partially cloudy;Partly cloudy throughout the day.
15.01.2010;-7.1;-15.3;-11.4;-7.1;-21.2;-13.6;-12.2;94.2;0;0;;;29;9.7;82.8;1030.9;75.8;4;22.4;1.9;1;0;Partially cloudy;Partly cloudy throughout the day.
16.01.2010;-7.9;-19;-13;-7.9;-25.9;-14.6;-14.4;89.5;0;0;;;29;9.7;122.8;1043.6;63.8;8;34;2.9;2;0.04;Partially cloudy;Partly cloudy throughout the day.
17.01.2010;-8.8;-28;-21.3;-8.8;-37.7;-26.8;-21.8;95.1;0;0;;;29;11.9;229.1;1049;40.7;6;35.8;3.3;2;0.07;Partially cloudy;Partly cloudy throughout the day.
18.01.2010;-12.9;-31.4;-24;-12.9;-40.1;-27.5;-24.8;93.2;0;0;;;28;10.4;233.1;1049.1;26.7;6;44.5;3.8;2;0.1;Partially cloudy;Partly cloudy throughout the day.
19.01.2010;-11.9;-32.4;-24.5;-11.9;-39.1;-27.5;-26.4;84.8;0;0;;;28;11.9;84.3;1045.8;45.3;8;41.8;3.6;2;0.14;Partially cloudy;Partly cloudy throughout the day.
20.01.2010;-12.9;-29.4;-21.2;-12.9;-38.6;-26.8;-22.2;92;0;0;;;28;14;89.3;1045.4;59.8;8;32.4;2.8;2;0.17;Partially cloudy;Partly cloudy throughout the day.
21.01.2010;-12.8;-26;-19;-12.8;-36.4;-26.6;-20.2;90.9;0;0;;;28;20.5;78;1047.2;45.3;8;38;3.3;2;0.2;Partially cloudy;Partly cloudy throughout the day.
22.01.2010;-14.9;-26.9;-21.6;-18.1;-37.5;-28.9;-22.6;91.6;0;0;;;28;19.1;25.8;1047.3;41.9;10;37.8;3.3;2;0.24;Partially cloudy;Partly cloudy throughout the day.
23.01.2010;-14.3;-31.8;-22.7;-19.2;-43.1;-31;-24.1;89.2;0;0;;;28;16.2;37.4;1041.6;36.8;10;50.9;4.3;3;0.25;Partially cloudy;Partly cloudy throughout the day.
24.01.2010;-15.6;-32;-22.8;-15.6;-43.7;-29.5;-24.4;87.7;0;0;;;28;18;352.1;1036.4;58.5;10;46.8;4;2;0.3;Partially cloudy;Partly cloudy throughout the day.
25.01.2010;-15.3;-22.8;-18.5;-15.3;-32.8;-23.5;-19.6;91.5;0.3;;snow;;29;16.6;46.2;1034.6;83.8;6;28.6;2.5;1;0.34;Snow, Partially cloudy;Partly cloudy throughout the day with morning snow.
26.01.2010;-20.4;-27.7;-24;-20.4;-38.1;-31;-25.1;91.5;0.6;25;snow;;30;16.2;27;1038.5;79.8;10;33.5;2.8;2;0.37;Snow, Partially cloudy;Partly cloudy throughout the day with snow.
27.01.2010;-16.4;-27.2;-23.9;-16.4;-36.9;-29;-24.9;92.1;0;0;;;31;12.6;227.3;1035.3;85.9;10;41.2;3.5;2;0.4;Partially cloudy;Partly cloudy throughout the day.
28.01.2010;-14.6;-22.9;-19.3;-14.6;-31.1;-25.1;-20.3;92.5;0;0;;;31;19.1;161.1;1018.8;79;6;38.4;3.3;2;0.44;Partially cloudy;Partly cloudy throughout the day.
29.01.2010;-13.3;-21.8;-17.4;-17.1;-32.6;-25.5;-18.6;90.4;0.9;;snow;;31;29.5;143.5;1008;93.8;6;21.3;1.7;1;0.47;Snow, Overcast;Cloudy skies throughout the day with snow in the morning and afternoon.
30.01.2010;-10.1;-19.4;-15;-10.1;-28.7;-20.2;-16.1;90.9;0;0;;;33;16.2;170.6;1008.4;63;8;51.5;4.4;3;0.5;Partially cloudy;Partly cloudy throughout the day.
31.01.2010;-7.6;-16.3;-12.2;-8.6;-26.4;-18.6;-13.4;91.1;0.3;;snow;;33;26.3;140.6;1017;83.1;8;43.6;3.7;2;0.54;Snow, Partially cloudy;Partly cloudy throughout the day with late afternoon snow.
01.02.2010;-0.9;-9.7;-4.8;-3.6;-18.6;-11.8;-6.2;90.4;6.4;75;rain,snow;;37;39.6;136.8;1012.4;99.3;4;30.3;2.5;2;0.57;Snow, Rain, Overcast;Cloudy skies throughout the day with a chance of rain or snow throughout the day.
02.02.2010;-1.3;-7.1;-5.2;-3.8;-15.7;-12;-6.6;90.1;3.8;;rain,snow;;38;36.7;137.2;1012.9;97.3;6;29.7;2.4;1;0.6;Snow, Rain, Overcast;Cloudy skies throughout the day with a chance of rain or snow throughout the day.
03.02.2010;-1.8;-10.1;-5.6;-2.6;-17.8;-11.2;-7.3;88.1;1.5;;snow;;39;38.9;153.2;1020.6;94.8;10;36.6;3.3;2;0.64;Snow, Overcast;Cloudy skies throughout the day with snow.
04.02.2010;-4.6;-18.1;-11.1;-7.9;-29.2;-19.5;-13.5;83;0.2;;snow;;41;32.4;120.7;1035.1;81.1;10;64.2;5.6;3;0.67;Snow, Partially cloudy;Partly cloudy throughout the day with early morning snow.
05.02.2010;-9.8;-23.5;-17;-12.9;-34.9;-25.2;-19.4;83.5;0;0;;;39;23.8;145.6;1045.5;23.5;10;69.5;6;3;0.71;Partially cloudy;Partly cloudy throughout the day.
06.02.2010;-8.6;-24.3;-18.7;-8.6;-33.2;-24;-20;89.9;0;0;;;38;15.1;162.9;1044.4;28;8.5;62.3;5.5;3;0.75;Partially cloudy;Partly cloudy throughout the day.
07.02.2010;-7.4;-25.5;-18.3;-9.6;-34.2;-24;-19.7;89.9;0;0;;;37;17.6;179.1;1036.6;47.9;10;66;5.6;3;0.77;Partially cloudy;Partly cloudy throughout the day.
08.02.2010;-11.8;-21;-16.3;-15.1;-31.1;-23.6;-18;87.9;0;0;;;36;22.3;148.1;1030.2;63.7;10;68.1;5.9;3;0.81;Partially cloudy;Partly cloudy throughout the day.
09.02.2010;-7.3;-15.7;-12.1;-11.9;-25.7;-19.8;-14.2;85.3;2.1;;snow;;36;33.5;137.8;1025.4;98.4;4;27;2.2;1;0.84;Snow, Overcast;Cloudy skies throughout the day with snow.
10.02.2010;-8.1;-14.3;-12.2;-13.3;-25.3;-21.1;-14.2;85.8;3;;snow;;37;33.8;149.9;1029.5;99.7;5.5;24.6;2.1;1;0.87;Snow, Overcast;Cloudy skies throughout the day with a chance of snow throughout the day.
11.02.2010;-10.1;-17.9;-13.3;-14.3;-29.4;-22.1;-15.4;85;0.4;;snow;;38;32.4;156.3;1035.7;93.4;7;61.1;5.3;3;0.91;Snow, Overcast;Cloudy skies throughout the day with early morning snow.
12.02.2010;-10.1;-20.7;-16;-15.7;-32.7;-25.3;-19.4;78.2;0;0;;;38;28.1;155.5;1037.3;93.2;10;63.8;5.5;3;0.94;Overcast;Cloudy skies throughout the day.
13.02.2010;-10.9;-23.7;-15.9;-12.3;-36.3;-24.8;-18.5;82;1;;snow;;37;32;157.9;1031.6;85.6;8.5;64.1;5.5;3;0.97;Snow, Partially cloudy;Partly cloudy throughout the day with snow.
14.02.2010;-9.8;-13.8;-12;-9.8;-22.8;-18.6;-13.4;89.3;3.6;;snow;;38;25.6;139.1;1019.9;95.8;4;48.9;4.2;2;0;Snow, Overcast;Cloudy skies throughout the day with snow.
15.02.2010;-7.1;-14.3;-11.3;-7.1;-21.2;-15.2;-12.6;90.1;1.7;;snow;;44;12.2;66.4;1009.8;82.7;8.5;47.7;4.2;2;0.04;Snow, Partially cloudy;Partly cloudy throughout the day with snow clearing later.
16.02.2010;-7.6;-20;-12.7;-8.6;-28.9;-18.3;-14;89.5;0;0;;;43;19.8;28;1010.2;47.7;8.5;74.5;6.5;3;0.08;Partially cloudy;Partly cloudy throughout the day.
17.02.2010;-8.6;-16.7;-13.1;-8.6;-23.5;-16.6;-14.6;88.8;0;0;;;42;15.1;344.1;1014.6;58.4;8.5;86.6;7.5;4;0.11;Partially cloudy;Partly cloudy throughout the day.
18.02.2010;-5.6;-20.1;-13.4;-5.6;-25;-17.3;-14.3;92.8;0.3;;snow;;42;15.1;205.3;1015.4;73;5.5;64.9;5.5;3;0.15;Snow, Partially cloudy;Partly cloudy throughout the day with snow.
19.02.2010;-2.6;-17.5;-9.7;-5.8;-23.5;-14.3;-10.5;93.7;8;50;snow;;45;22.7;109.5;1008.9;90.5;3.3;52.2;4.4;3;0.18;Snow, Overcast;Cloudy skies throughout the day with snow.
20.02.2010;-2.7;-13.8;-10.3;-6.1;-25.1;-17.4;-11.5;91.2;6.9;;snow;;53;37.1;74.5;1007;99.5;3.5;37.3;3.3;2;0.21;Snow, Overcast;Cloudy skies throughout the day with snow.
21.02.2010;-12.8;-18.8;-15.3;-12.8;-31.2;-24.6;-16.4;91.8;8.6;100;snow;;;33.5;78.3;1004.1;96.6;2.7;39.6;3.5;2;0.25;Snow, Overcast;Cloudy skies throughout the day with a chance of snow throughout the day.
22.02.2010;-10.3;-15.5;-13.1;-10.3;-26;-19.2;-14.4;89.5;8.6;;snow;;63;27.4;76.8;1001.2;95.6;2.5;36;3.2;2;0.25;Snow, Overcast;Cloudy skies throughout the day with a chance of snow throughout the day.
23.02.2010;-2.8;-19.2;-10.8;-2.8;-27.7;-15.5;-12.2;90;0;0;;;67;24.5;224.3;1011.6;45.8;8.5;86.9;7.5;3;0.32;Partially cloudy;Partly cloudy throughout the day.
24.02.2010;1.9;-7.4;-1.6;1.9;-15.6;-5.4;-2.7;92.7;0.5;;rain,snow;;66;26.3;209.5;1009.9;93.8;4;70;6;3;0.35;Snow, Rain, Overcast;Cloudy skies throughout the day with late afternoon rain or snow.
25.02.2010;0.7;-6.3;-3;0.7;-12.2;-6.7;-4.5;89.5;1.1;;rain,snow;;65;19.4;43.5;1015.8;90.8;8.5;61.6;5.4;2;0.39;Snow, Rain, Overcast;Cloudy skies throughout the day with rain or snow.
26.02.2010;3.4;-6.8;-2;3.4;-13;-5.7;-3.6;89.5;0.4;;snow;;63;22.7;168.6;1016.6;87.6;7;74.8;6.3;3;0.42;Snow, Partially cloudy;Partly cloudy throughout the day with early morning snow.
27.02.2010;3.2;-5.5;-2.3;1.2;-11.9;-7;-4.2;87.6;0.1;;rain,snow;;55;24.5;193.6;1015.2;90.3;10;83.4;7;3;0.45;Snow, Rain, Overcast;Cloudy skies throughout the day with early morning snow or rain.
28.02.2010;-1.9;-6.7;-4.1;-1.9;-13;-9.4;-5.7;88.5;0.1;;snow;;54;25.2;184.9;1016.7;91.5;8.5;73.5;6.3;3;0.5;Snow, Overcast;Cloudy skies throughout the day with late afternoon snow.
01.03.2010;0.4;-7.2;-2.9;-1.6;-13.9;-7.7;-4.2;91.1;1.7;;rain,snow;;53;25.9;174.3;1012.5;91.5;10;66.5;5.8;3;0.52;Snow, Rain, Overcast;Cloudy skies throughout the day with rain or snow.
02.03.2010;2.6;-1.4;0.3;2.6;-7.8;-4.1;-0.7;93.6;1.1;25;rain,snow;;53;25.9;196.8;1005;82;5.5;68.2;6.1;3;0.56;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with early morning snow or rain.
03.03.2010;1.9;-5;-1.7;1.9;-11.6;-6.2;-3.9;85.5;0.2;;rain,snow;;51;23.8;230.9;1008.4;54.7;8.5;119.1;10.4;5;0.59;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with late afternoon rain or snow.
04.03.2010;0.9;-9.9;-3.7;0.9;-17.8;-8.2;-6;85.4;0.3;;rain,snow;;50;22.3;220.6;1010.9;53.4;10;107.3;9.2;4;0.62;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with late afternoon rain or snow.
05.03.2010;-2.6;-13;-7.4;-2.6;-20.1;-11.8;-8.9;89.6;0.2;;snow;;50;19.1;250.4;1010.3;61.7;8.5;101.4;8.9;4;0.65;Snow, Partially cloudy;Partly cloudy throughout the day with early morning snow.
06.03.2010;-4.3;-13.4;-8.8;-4.3;-19.3;-11.6;-10.3;88.9;0;0;;;51;18.4;348.8;1017.9;73.6;8.5;89.7;7.9;4;0.69;Partially cloudy;Partly cloudy throughout the day.
07.03.2010;-4.6;-12.3;-8.8;-8.3;-21.4;-14.9;-10.9;85.3;0.5;;snow;;51;26.6;37.8;1023.9;91.2;8.5;99.5;8.5;4;0.75;Snow, Overcast;Cloudy skies throughout the day with early morning snow.
08.03.2010;-5.4;-15.5;-10.6;-6.3;-23.7;-15.7;-12.7;84.9;0;0;;;50;20.2;339.9;1026;49.7;8.5;131.1;11.3;5;0.75;Partially cloudy;Partly cloudy throughout the day.
09.03.2010;-2.6;-13;-8;-4.1;-23.2;-13.8;-10.1;85.3;1;;snow;;49;31.3;267.8;1018.8;75.3;7;111.3;9.8;5;0.79;Snow, Partially cloudy;Partly cloudy throughout the day with snow.
10.03.2010;0.1;-11.8;-5.5;-1.6;-18.1;-10.7;-7.2;88.6;0.5;;rain,snow;;49;44.3;262.6;1018.8;60;7;136.2;11.8;5;0.82;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with rain or snow.
11.03.2010;5.7;-5.4;-1;4.1;-13;-6.3;-3.7;83.2;0;0;;;49;34.9;265.8;1014.3;40.8;10;132.6;11.3;5;0.85;Partially cloudy;Partly cloudy throughout the day.
12.03.2010;2.7;-10.8;-3.9;2.7;-19.2;-8.5;-7.3;79.5;0;0;;;48;24.1;235;1008.8;76.2;10;88.6;7.7;3;0.88;Partially cloudy;Partly cloudy throughout the day.
13.03.2010;3.4;-11.6;-4;3.4;-17.5;-7.4;-6.8;82.2;0.4;;rain,snow;;47;20.2;269.6;998.5;70.7;10;146.5;12.7;6;0.92;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with late afternoon rain or snow.
14.03.2010;-0.1;-11.2;-5.7;-0.1;-17.2;-9.4;-8.1;84.4;0.7;25;rain,snow;;47;16.2;282.7;997.2;76.2;10;143.8;12.4;5;0.95;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with rain or snow.
15.03.2010;-2.3;-14.6;-8.6;-5.1;-22.8;-14.8;-10.3;88.5;0.3;;snow;;47;28.8;242.9;998;49;6.3;99.1;8.5;4;0.98;Snow, Partially cloudy;Partly cloudy throughout the day with morning snow.
16.03.2010;-5.8;-13.5;-10;-6.6;-21.9;-15.5;-11.8;86.9;0;0;;;48;20.5;286.8;1004.7;59.3;10;104.7;9;4;0;Partially cloudy;Partly cloudy throughout the day.
17.03.2010;-5.4;-17.3;-11.7;-7.8;-25.5;-16.5;-13.8;85.2;0;0;;;48;14;313.5;1012.4;42.6;8.5;137.7;11.9;5;0.05;Partially cloudy;Partly cloudy throughout the day.
18.03.2010;-1.8;-19.9;-10;-3.1;-28.8;-14.9;-12.6;82.7;0;0;;;48;18.7;257.4;1020.1;42.3;10;151.9;13;6;0.09;Partially cloudy;Partly cloudy throughout the day.
19.03.2010;0.7;-11.3;-4.8;0.7;-18.5;-10.3;-6;91.6;4.8;;rain,snow;;46;42.5;230.7;1013.5;85.1;5.5;54.3;4.9;2;0.12;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with rain or snow in the morning and afternoon.
20.03.2010;4.1;-3;0.4;4.1;-6.8;-2.6;-0.3;94.9;0.9;;rain,snow;;50;21.6;239.3;1007.8;88.6;4;90.7;7.7;3;0.16;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with rain or snow in the morning and afternoon.
21.03.2010;5.6;0.5;1.9;5.6;-4.8;-1.1;1.2;95;3.1;;rain,snow;;46;23.8;243;1003.5;92.9;3;44.7;4;2;0.19;Snow, Rain, Overcast;Cloudy skies throughout the day with a chance of rain or snow throughout the day.
22.03.2010;5.7;-1.4;1.4;4.9;-8.1;-3.7;0.3;92.8;3.1;;rain,snow;;39;43.9;259.8;999.3;78.5;5;97.8;8.3;4;0.23;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with rain or snow clearing later.
23.03.2010;3.2;-8.4;-2.7;0.3;-15.8;-8.1;-5.3;83.8;0;0;;;34;25.2;280.5;1014;23;10;191.6;16.4;6;0.25;Partially cloudy;Partly cloudy throughout the day.
24.03.2010;2.2;-6.1;-1.2;2.2;-11.6;-4.8;-2.9;88.9;1.4;;rain,snow;;34;17.6;266.6;1012.1;75.2;8.5;90.5;7.7;4;0.3;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with rain or snow clearing later.
25.03.2010;2.1;-11.1;-3.7;-1;-17.9;-7.7;-7.5;77.4;0;0;;;34;18;327.1;1024.8;16.8;10;185.2;16.1;6;0.33;Clear;Clear conditions throughout the day.
26.03.2010;8.4;-10.7;-1.9;7.3;-16.7;-5.3;-4.7;83.6;0;0;;;32;26.6;214.4;1028.9;52.9;8.8;195.5;16.9;6;0.37;Partially cloudy;Becoming cloudy in the afternoon.
27.03.2010;9.4;-2;1.9;8.4;-9;-2.9;-1;83.2;0.2;;rain,snow;;31;29.9;209.9;1016.4;79.5;10;121.4;10.6;5;0.4;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with morning rain or snow.
28.03.2010;10.1;-2.8;1.7;10.1;-9.1;-2.2;-1.4;82;0;0;;;27;22.7;181.4;1013.3;86.3;10;182.7;15.1;6;0.44;Partially cloudy;Partly cloudy throughout the day.
29.03.2010;7.7;-4.6;0.5;7.7;-10.2;-2.6;-1.1;89.4;0.1;;rain,snow;;19;18.4;179.8;1013.8;88.8;10;154.1;13.4;5;0.47;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with late afternoon rain or snow.
30.03.2010;12.7;-0.5;2.7;12.7;-5.1;-0.3;1.2;90.7;0.6;;rain,snow;;16;19.1;208.9;1016.1;80.4;10;128.9;11;4;0.5;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with early morning snow or rain.
31.03.2010;12.1;-0.6;4;12.1;-3.6;1.8;2.4;89.9;0;0;;;11;14.4;172.4;1021.7;82.7;8.8;156.9;13.5;6;0.54;Partially cloudy;Partly cloudy throughout the day.
01.04.2010;11.4;0.8;5.3;11.4;-3.4;3.2;2.7;84.7;0.1;;rain,snow;;3;17.6;138;1022;88.5;8.8;144.5;12.5;6;0.57;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with early morning snow or rain.
02.04.2010;14.2;0.1;6.2;14.2;-4.6;3.9;1.5;74.9;0;0;;;;23.8;129.4;1022.5;90.2;10;177.8;15.4;6;0.6;Overcast;Cloudy skies throughout the day.
03.04.2010;13.6;-0.9;5.9;13.6;-6.2;3.6;1.4;75.3;0;0;;;;28.1;135.3;1023;44.3;10;200.2;17.1;6;0.64;Partially cloudy;Partly cloudy throughout the day.
04.04.2010;12.9;0.1;6;12.9;-4.1;4.1;2.4;79.2;0;0;;;;23.4;160.2;1025.9;65.4;10;169.3;14.6;6;0.67;Partially cloudy;Partly cloudy throughout the day.
05.04.2010;10.9;2.6;6.7;10.9;-0.1;5.8;4.6;85.5;1.1;;rain;;;10.4;209.7;1028;67.9;7.6;101.4;8.7;4;0.7;Rain, Partially cloudy;Partly cloudy throughout the day with rain in the morning and afternoon.
06.04.2010;14.6;2.2;8.1;14.6;2.2;7.9;4.2;78.4;0;0;;;;7.6;128.6;1028.3;71.6;8.4;172.4;15;6;0.75;Partially cloudy;Partly cloudy throughout the day.
07.04.2010;16.7;0.9;8.3;16.7;-1.8;7.4;3.1;71.9;0;0;;;;11.5;195;1027.3;77.8;8.8;156.6;13.4;5;0.77;Partially cloudy;Partly cloudy throughout the day.
08.04.2010;15.9;2.4;9;15.9;-0.2;7.9;2.8;67.3;0;0;;;;15.1;183.9;1026;78.9;10;155;13.3;5;0.8;Partially cloudy;Partly cloudy throughout the day.
09.04.2010;15.1;-0.6;6.6;15.1;-3.1;5.6;2.3;76.8;0;0;;;;11.9;164.7;1028.1;23.2;6.4;211.1;18.1;7;0.83;Partially cloudy;Clearing in the afternoon.
10.04.2010;14.2;-1.6;6.1;14.2;-4.6;4.7;0.2;70.7;0;0;;;;18;87.2;1025.9;33.6;7.6;223.8;19.3;7;0.86;Partially cloudy;Becoming cloudy in the afternoon.
11.04.2010;15.4;-2.7;6.4;15.4;-6.2;4.9;-0.5;66.8;0;0;;;;16.2;72.9;1026.1;39.2;10;231.7;20;7;0.9;Partially cloudy;Clearing in the afternoon.
12.04.2010;10.9;1.2;5.8;10.9;-2.9;3.6;1.3;75.1;0;0;;;;19.1;46.7;1025.3;29.8;10;204.1;17.6;7;0.93;Partially cloudy;Clearing in the afternoon.
13.04.2010;10.4;-1.9;4.6;10.4;-5.6;3.1;-1.1;69.4;0;0;;;;11.5;47.5;1022.7;20.8;8.8;215.7;18.8;7;0.96;Partially cloudy;Partly cloudy throughout the day.
14.04.2010;14.6;-1.4;6.6;14.6;-5.4;5.3;0.9;70.2;0;0;;;;14;227.3;1017.3;46.9;10;173.6;14.8;6;0;Partially cloudy;Partly cloudy throughout the day.
15.04.2010;11.7;3.3;7.5;11.7;0.9;6.3;3.8;79.2;1.4;;rain;;;14;313.1;1014.4;57.5;10;157.5;13.7;6;0.03;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.
16.04.2010;15.1;1.6;8.6;15.1;-0.9;7.7;4.4;76.4;0.3;;rain;;;19.4;215.7;1013.6;61.3;10;173.1;14.8;5;0.06;Rain, Partially cloudy;Partly cloudy throughout the day with rain in the morning and afternoon.
17.04.2010;14.4;4.1;8;14.4;1.5;6.7;4.8;81.9;2;;rain;;;19.4;177.9;1007.8;82.8;10;93.5;8;3;0.1;Rain, Partially cloudy;Partly cloudy throughout the day with rain.
18.04.2010;11.2;2.9;7.5;11.2;-1.9;5.2;3.2;76.8;0;0;;;;35.6;266;1008.5;53.9;10;221.5;19.2;7;0.14;Partially cloudy;Partly cloudy throughout the day.
19.04.2010;17.9;3;10;17.9;-0.7;8.8;4.5;72.2;0;0;;;;25.2;234.3;1013.5;55.6;10;209.7;18.1;7;0.17;Partially cloudy;Partly cloudy throughout the day.
20.04.2010;14.1;6.7;9.8;14.1;3.6;8.8;6.4;81.9;3.3;;rain;;;23.8;234.4;1010.9;90.3;7.6;94.9;8.3;3;0.21;Rain, Overcast;Cloudy skies throughout the day with rain.
21.04.2010;15.6;5.9;9.4;15.6;2.5;8;7.2;87.2;3.6;;rain;;;20.9;113.1;1007.8;97.6;8.5;69.2;6;2;0.25;Rain, Overcast;Cloudy skies throughout the day with rain.
22.04.2010;11.7;6;9.1;11.7;3.9;7.8;7;87;2;;rain;;;19.1;205.6;1001.2;96.5;10;86.3;7.4;3;0.28;Rain, Overcast;Cloudy skies throughout the day with rain.
23.04.2010;7.4;2.1;4.7;7.2;-3.4;0.8;1.9;83.2;6.9;;rain;;;36.4;249.8;1003.7;70.1;8;130;11.2;5;0.31;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.
24.04.2010;11.4;0.8;5.6;11.4;-4.9;2;1.7;78.5;3.5;;rain;;;33.5;228.7;1016.8;73.3;10;167.6;14.5;6;0.35;Rain, Partially cloudy;Partly cloudy throughout the day with rain.
25.04.2010;6.7;0.2;3.9;5.3;-3.7;0.2;1;82.4;2.3;;rain;;;26.3;290.9;1020.8;62;8.5;178.4;15.4;5;0.39;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.
26.04.2010;7.7;-2.7;2.6;5.1;-8;-1;-3.2;69;0;0;;;;29.5;343.9;1027.7;22;10;278.1;24;8;0.42;Partially cloudy;Partly cloudy throughout the day.
27.04.2010;13.6;-2.1;6.1;13.6;-6.2;4.9;-0.9;63.6;0;0;;;;12.6;307.4;1025.9;20.5;10;258.7;22.3;7;0.46;Partially cloudy;Partly cloudy throughout the day.
28.04.2010;14.9;1.8;7.3;14.9;-1.9;5.7;4.1;81.6;2.7;50;rain;;;21.6;222.6;1015.2;83.8;8.8;121.6;10.7;5;0.5;Rain, Partially cloudy;Partly cloudy throughout the day with rain.
29.04.2010;12.4;3.4;7.6;12.4;-0.4;5.8;2.2;72.5;0.5;;rain;;;19.8;315.8;1014.1;57.8;10;253.9;21.9;8;0.53;Rain, Partially cloudy;Becoming cloudy in the afternoon with early morning rain.
30.04.2010;14;1.9;9.1;14;-1.4;7.8;5.8;80.6;0.5;;rain;;;23.8;237.2;1012.8;70.6;8.5;186.7;16.2;6;0.56;Rain, Partially cloudy;Partly cloudy throughout the day with afternoon rain.
01.05.2010;21.1;7.7;13.7;21.1;4.7;13;10.5;83;5.8;;rain;;;29.5;212.8;1010;98.2;7.6;105.1;8.8;5;0.59;Rain, Overcast;Cloudy skies throughout the day with a chance of rain throughout the day.
02.05.2010;22.7;12;15.8;22.7;12;15.8;13.4;86.8;5.7;75;rain;;;24.8;225.1;1010.8;94.9;10;87.5;7.6;4;0.62;Rain, Overcast;Cloudy skies throughout the day with a chance of rain throughout the day.
03.05.2010;21.6;9.3;15.1;21.6;7.1;14.9;12.4;85.7;2;;rain;;;28.4;227.9;1015.7;82.9;8.5;188.5;16.2;5;0.66;Rain, Partially cloudy;Partly cloudy throughout the day with rain.
